1990-01-01T00:00:00.000000000,[]
1990-01-08T00:00:00.000000000,[]
1990-01-15T00:00:00.000000000,[]
1990-01-22T00:00:00.000000000,[]
1990-01-29T00:00:00.000000000,[]
1990-02-05T00:00:00.000000000,[]
1990-02-12T00:00:00.000000000,[]
1990-02-19T00:00:00.000000000,[]
1990-02-26T00:00:00.000000000,[]
1990-03-05T00:00:00.000000000,[]
1990-03-12T00:00:00.000000000,[]
1990-03-19T00:00:00.000000000,[]
1990-03-26T00:00:00.000000000,[]
1990-04-02T00:00:00.000000000,[]
1990-04-09T00:00:00.000000000,[]
1990-04-16T00:00:00.000000000,[]
1990-04-23T00:00:00.000000000,[]
1990-04-30T00:00:00.000000000,[]
1990-05-07T00:00:00.000000000,[]
1990-05-14T00:00:00.000000000,[]
1990-05-21T00:00:00.000000000,[]
1990-05-28T00:00:00.000000000,[]
1990-06-04T00:00:00.000000000,[]
1990-06-11T00:00:00.000000000,[]
1990-06-18T00:00:00.000000000,[]
1990-06-25T00:00:00.000000000,[]
1990-07-02T00:00:00.000000000,[]
1990-07-09T00:00:00.000000000,[]
1990-07-16T00:00:00.000000000,[]
1990-07-23T00:00:00.000000000,[]
1990-07-30T00:00:00.000000000,[]
1990-08-06T00:00:00.000000000,[]
1990-08-13T00:00:00.000000000,[]
1990-08-20T00:00:00.000000000,[]
1990-08-27T00:00:00.000000000,[]
1990-09-03T00:00:00.000000000,[]
1990-09-10T00:00:00.000000000,[]
1990-09-17T00:00:00.000000000,[]
1990-09-24T00:00:00.000000000,[]
1990-10-01T00:00:00.000000000,[]
1990-10-08T00:00:00.000000000,[]
1990-10-15T00:00:00.000000000,[]
1990-10-22T00:00:00.000000000,[]
1990-10-29T00:00:00.000000000,[]
1990-11-05T00:00:00.000000000,[]
1990-11-12T00:00:00.000000000,[]
1990-11-19T00:00:00.000000000,[]
1990-11-26T00:00:00.000000000,[]
1990-12-03T00:00:00.000000000,[]
1990-12-10T00:00:00.000000000,[]
1990-12-17T00:00:00.000000000,[]
1990-12-24T00:00:00.000000000,[]
1990-12-31T00:00:00.000000000,[]
1991-01-07T00:00:00.000000000,[]
1991-01-14T00:00:00.000000000,[]
1991-01-21T00:00:00.000000000,[]
1991-01-28T00:00:00.000000000,[]
1991-02-04T00:00:00.000000000,[]
1991-02-11T00:00:00.000000000,[]
1991-02-18T00:00:00.000000000,[]
1991-02-25T00:00:00.000000000,[]
1991-03-04T00:00:00.000000000,[]
1991-03-11T00:00:00.000000000,[]
1991-03-18T00:00:00.000000000,[]
1991-03-25T00:00:00.000000000,[]
1991-04-01T00:00:00.000000000,[]
1991-04-08T00:00:00.000000000,[]
1991-04-15T00:00:00.000000000,[]
1991-04-22T00:00:00.000000000,[]
1991-04-29T00:00:00.000000000,[]
1991-05-06T00:00:00.000000000,[]
1991-05-13T00:00:00.000000000,[]
1991-05-20T00:00:00.000000000,[]
1991-05-27T00:00:00.000000000,[]
1991-06-03T00:00:00.000000000,[]
1991-06-10T00:00:00.000000000,[]
1991-06-17T00:00:00.000000000,[]
1991-06-24T00:00:00.000000000,[]
1991-07-01T00:00:00.000000000,[]
1991-07-08T00:00:00.000000000,[]
1991-07-15T00:00:00.000000000,[]
1991-07-22T00:00:00.000000000,[]
1991-07-29T00:00:00.000000000,[]
1991-08-05T00:00:00.000000000,[]
1991-08-12T00:00:00.000000000,[]
1991-08-19T00:00:00.000000000,[]
1991-08-26T00:00:00.000000000,['CN:SYI']
1991-09-02T00:00:00.000000000,['CN:SYI']
1991-09-09T00:00:00.000000000,['CN:SYI']
1991-09-16T00:00:00.000000000,['CN:SYI']
1991-09-23T00:00:00.000000000,['CN:SYI']
1991-09-30T00:00:00.000000000,['CN:SYI']
1991-10-07T00:00:00.000000000,['CN:SYI']
1991-10-14T00:00:00.000000000,['CN:SYI']
1991-10-21T00:00:00.000000000,['CN:SYI']
1991-10-28T00:00:00.000000000,['CN:SYI']
1991-11-04T00:00:00.000000000,['CN:SYI']
1991-11-11T00:00:00.000000000,['CN:SYI']
1991-11-18T00:00:00.000000000,['CN:SYI']
1991-11-25T00:00:00.000000000,['CN:SYI']
1991-12-02T00:00:00.000000000,['CN:SYI']
1991-12-09T00:00:00.000000000,['CN:SYI']
1991-12-16T00:00:00.000000000,['CN:SYI']
1991-12-23T00:00:00.000000000,['CN:SYI']
1991-12-30T00:00:00.000000000,['CN:SYI']
1992-01-06T00:00:00.000000000,[]
1992-01-13T00:00:00.000000000,['CN:SVD']
1992-01-20T00:00:00.000000000,['CN:SVD']
1992-01-27T00:00:00.000000000,['CN:SVD']
1992-02-03T00:00:00.000000000,['CN:SVD']
1992-02-10T00:00:00.000000000,['CN:SVD']
1992-02-17T00:00:00.000000000,['CN:SVD']
1992-02-24T00:00:00.000000000,['CN:SVD']
1992-03-02T00:00:00.000000000,['CN:SVD']
1992-03-09T00:00:00.000000000,['CN:SVD']
1992-03-16T00:00:00.000000000,['CN:SVD']
1992-03-23T00:00:00.000000000,['CN:SVD']
1992-03-30T00:00:00.000000000,['CN:SVD']
1992-04-06T00:00:00.000000000,['CN:SVD']
1992-04-13T00:00:00.000000000,"['CN:SVD', 'CN:SEC']"
1992-04-20T00:00:00.000000000,"['CN:SVD', 'CN:SEC']"
1992-04-27T00:00:00.000000000,"['CN:SVD', 'CN:SEC']"
1992-05-04T00:00:00.000000000,"['CN:SVD', 'CN:SEC']"
1992-05-11T00:00:00.000000000,"['CN:SVD', 'CN:SEC']"
1992-05-18T00:00:00.000000000,['CN:SVD']
1992-05-25T00:00:00.000000000,['CN:SEC']
1992-06-01T00:00:00.000000000,"['CN:SEC', 'CN:SVD']"
1992-06-08T00:00:00.000000000,"['CN:SEC', 'CN:SVD']"
1992-06-15T00:00:00.000000000,"['CN:SEC', 'CN:SVD']"
1992-06-22T00:00:00.000000000,"['CN:SEC', 'CN:SVD']"
1992-06-29T00:00:00.000000000,"['CN:SEC', 'CN:SVD']"
1992-07-06T00:00:00.000000000,"['CN:SEC', 'CN:SVD']"
1992-07-13T00:00:00.000000000,"['CN:SEC', 'CN:SVD']"
1992-07-20T00:00:00.000000000,"['CN:SEC', 'CN:SVD']"
1992-07-27T00:00:00.000000000,"['CN:JAT', 'CN:SEC']"
1992-08-03T00:00:00.000000000,"['CN:JAT', 'CN:SEC']"
1992-08-10T00:00:00.000000000,"['CN:JAT', 'CN:SEC', 'CN:SVD']"
1992-08-17T00:00:00.000000000,"['CN:JAT', 'CN:SEC', 'CN:SVD']"
1992-08-24T00:00:00.000000000,"['CN:JAT', 'CN:SVD', 'CN:SEC', 'CN:TEX']"
1992-08-31T00:00:00.000000000,"['CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-09-07T00:00:00.000000000,"['CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-09-14T00:00:00.000000000,"['CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-09-21T00:00:00.000000000,"['CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-09-28T00:00:00.000000000,"['CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-10-05T00:00:00.000000000,"['CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-10-12T00:00:00.000000000,"['CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-10-19T00:00:00.000000000,"['CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-10-26T00:00:00.000000000,"['CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-11-02T00:00:00.000000000,"['CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-11-09T00:00:00.000000000,"['CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-11-16T00:00:00.000000000,"['CN:JAT', 'CN:SCA', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-11-23T00:00:00.000000000,"['CN:JAT', 'CN:SCA', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-11-30T00:00:00.000000000,"['CN:JAT', 'CN:SCA', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-12-07T00:00:00.000000000,"['CN:SCA', 'CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-12-14T00:00:00.000000000,"['CN:SCA', 'CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-12-21T00:00:00.000000000,"['CN:SCA', 'CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1992-12-28T00:00:00.000000000,"['CN:SCA', 'CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX']"
1993-01-04T00:00:00.000000000,"['CN:SRT', 'CN:SCA', 'CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:TEX', 'CN:SLS', 'CN:SJI']"
1993-01-11T00:00:00.000000000,"['CN:SRT', 'CN:SCA', 'CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:SLS', 'CN:SJI']"
1993-01-18T00:00:00.000000000,"['CN:SRT', 'CN:SCA', 'CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:SLS', 'CN:TEX', 'CN:SJI']"
1993-01-25T00:00:00.000000000,"['CN:SRT', 'CN:SCA', 'CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:SLS', 'CN:TEX', 'CN:SJI']"
1993-02-01T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:SLS', 'CN:SJI', 'CN:TEX']"
1993-02-08T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:SLS', 'CN:SJI', 'CN:TEX']"
1993-02-15T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:SLS', 'CN:SJI', 'CN:TEX']"
1993-02-22T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:SLS', 'CN:SJI', 'CN:TEX']"
1993-03-01T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:JAT', 'CN:SEC', 'CN:SVD', 'CN:SLS', 'CN:SJI', 'CN:TEX']"
1993-03-08T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:SVD', 'CN:SJI', 'CN:TEX']"
1993-03-15T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:SVD', 'CN:SJI', 'CN:TEX']"
1993-03-22T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:SJI', 'CN:SVD', 'CN:TEX']"
1993-03-29T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:SJI', 'CN:SVD', 'CN:TEX']"
1993-04-05T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:SJI', 'CN:SVD', 'CN:TEX']"
1993-04-12T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:SJI', 'CN:TEX', 'CN:SVD']"
1993-04-19T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:SJI', 'CN:TEX', 'CN:SVD']"
1993-04-26T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:SJI', 'CN:TEX', 'CN:SVD']"
1993-05-03T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:SJI', 'CN:SVD', 'CN:TEX']"
1993-05-10T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:SWF', 'CN:JAT', 'CN:SEC', 'CN:SJI', 'CN:SLS', 'CN:SVD', 'CN:TEX']"
1993-05-17T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:SWF', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:TEX', 'CN:SVD', 'CN:SJI']"
1993-05-24T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:SSW', 'CN:SWF', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:TEX', 'CN:SVD']"
1993-05-31T00:00:00.000000000,"['CN:SCA', 'CN:SRT', 'CN:SSW', 'CN:SWF', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:TEX', 'CN:SVD']"
1993-06-07T00:00:00.000000000,"['CN:SSW', 'CN:SCA', 'CN:SRT', 'CN:SWF', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:TEX', 'CN:SVD']"
1993-06-14T00:00:00.000000000,"['CN:SCA', 'CN:SSW', 'CN:SRT', 'CN:SWF', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:TEX', 'CN:SVD']"
1993-06-21T00:00:00.000000000,"['CN:SCA', 'CN:SSW', 'CN:SRT', 'CN:SWF', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:TEX', 'CN:SVD']"
1993-06-28T00:00:00.000000000,"['CN:SCA', 'CN:SSW', 'CN:SRT', 'CN:SWF', 'CN:JAT', 'CN:SEC', 'CN:SLS', 'CN:TEX', 'CN:SVD']"
